symbol,entry_date,exit_date,entry,exit,pct_return
NVDA_GoogleFinance_AutoUpToDate,2024-06-03,2024-06-11,113.4280792,121.5732968,7.18
NVDA_GoogleFinance_AutoUpToDate,2024-06-25,2024-07-08,121.0042176,127.2840569,5.19
NVDA_GoogleFinance_AutoUpToDate,2024-08-30,2024-09-05,119.3369152,104.8154107,-12.17
NVDA_GoogleFinance_AutoUpToDate,2024-09-18,2024-09-30,115.7125066,118.1288003,2.09
NVDA_GoogleFinance_AutoUpToDate,2024-10-01,2024-10-10,121.5785087,131.7079709,8.33
NVDA_GoogleFinance_AutoUpToDate,2024-10-25,2024-11-01,140.7141562,134.4936979,-4.42
NVDA_GoogleFinance_AutoUpToDate,2024-11-18,2024-11-25,139.2863463,141.7725327,1.78
NVDA_GoogleFinance_AutoUpToDate,2024-11-27,2024-12-04,134.8032231,141.7775251,5.17
NVDA_GoogleFinance_AutoUpToDate,2024-12-10,2024-12-17,138.8066651,128.9011754,-7.14
NVDA_GoogleFinance_AutoUpToDate,2024-12-30,2025-01-07,134.6327793,152.8061575,13.5
NVDA_GoogleFinance_AutoUpToDate,2025-01-13,2025-01-22,129.7998589,144.4484006,11.29
NVDA_GoogleFinance_AutoUpToDate,2025-02-03,2025-02-07,114.582151,129.0309852,12.61
NVDA_GoogleFinance_AutoUpToDate,2025-02-24,2025-02-28,136.3602488,117.8473679,-13.58
NVDA_GoogleFinance_AutoUpToDate,2025-05-22,2025-06-03,132.0479904,138.5889746,4.95
NVDA_GoogleFinance_AutoUpToDate,2025-07-23,2025-07-28,169.3085014,173.792635,2.65
NVDA_GoogleFinance_AutoUpToDate,2025-08-22,2025-08-26,172.3844773,179.81975,4.31
NVDA_GoogleFinance_AutoUpToDate,2025-09-18,2025-09-30,173.7624944,181.852368,4.66
NVDA_GoogleFinance_AutoUpToDate,2025-10-08,2025-10-15,186.3367547,184.5689675,-0.95
NVDA_GoogleFinance_AutoUpToDate,2025-10-23,2025-11-04,180.1944433,202.7462143,12.52
NVDA_GoogleFinance_AutoUpToDate,2025-11-07,2025-11-14,184.6688425,182.6313929,-1.1
NVDA_GoogleFinance_AutoUpToDate,2025-12-12,2025-12-19,180.8934445,176.4537595,-2.45
NVDA_GoogleFinance_AutoUpToDate,2026-01-02,2026-01-09,189.6080119,184.8586976,-2.5
NVDA_GoogleFinance_AutoUpToDate,2026-02-03,2026-02-10,186.0173105,191.1511646,2.76
NVDA_GoogleFinance_AutoUpToDate,2026-02-17,2026-02-20,181.5326793,186.346916,2.65
NVDA_GoogleFinance_AutoUpToDate,2026-03-20,2026-03-26,177.7967201,175.8689242,-1.08
NVDA_GoogleFinance_AutoUpToDate,2026-05-01,2026-05-07,201.0501338,208.1020712,3.51
NVDA_GoogleFinance_AutoUpToDate,2026-05-20,2026-05-27,222.9251236,213.8754703,-4.06
NVDA_GoogleFinance_AutoUpToDate,2026-05-28,2026-06-08,211.0337193,210.18,-0.4
NVDA_GoogleFinance_AutoUpToDate,2026-07-20,2026-07-23,205.87,209.455,1.74
NVDA_GoogleFinance_AutoUpToDate,2026-07-29,2026-08-04,195.845,211.3,7.89
